ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1707175	7.40e-01	6.45e-01	-0.462988	-6.447288	-0.042481	182507166	NSD1	nuclear receptor binding SET domain protein 1
ILMN_1806809	6.51e-01	5.41e-01	0.615018	-6.447668	0.0427768	503774394	ZNF189	zinc finger protein 189
ILMN_1792508	5.15e-01	3.94e-01	-0.859514	-6.447831	-0.0578164	758818593	TMEM59	transmembrane protein 59
ILMN_1751051	6.82e-01	5.76e-01	0.561968	-6.448529	0.0690485	153792790	C7orf25	chromosome 7 open reading frame 25
ILMN_1710406	5.08e-01	3.87e-01	0.872057	-6.448793	0.0542388	24430150	PSMC1	proteasome 26S subunit, ATPase 1
ILMN_2083334	7.13e-01	6.12e-01	-0.509813	-6.448803	-0.0493638	NA		
ILMN_1657288	7.62e-01	6.71e-01	-0.426722	-6.449264	-0.0448172	NA		
ILMN_1721106	5.13e-01	3.92e-01	0.862408	-6.449381	0.0910626	557128970	C14orf159	chromosome 14 open reading frame 159
ILMN_1671055	9.82e-01	9.72e-01	-0.035728	-6.449958	-0.0062879	157951719	GSG1L	GSG1 like
ILMN_1708580	5.14e-01	3.93e-01	-0.861273	-6.450174	-0.2017566	41152089	PDZK1IP1	PDZK1 interacting protein 1
ILMN_1778203	7.05e-01	6.03e-01	-0.523655	-6.450434	-0.0473334	209571466	CLN5	ceroid-lipofuscinosis, neuronal 5
ILMN_1734991	5.55e-01	4.34e-01	0.787695	-6.450507	0.0908087	NA		
ILMN_1763694	5.14e-01	3.93e-01	0.861301	-6.450922	0.0563742	762205502	RSPRY1	ring finger and SPRY domain containing 1
ILMN_1747305	5.14e-01	3.93e-01	0.861272	-6.450942	0.07614	733216551	GIMAP8	GTPase, IMAP family member 8
ILMN_2276758	4.82e-01	3.60e-01	-0.922784	-6.451384	-0.0802005	27436888	POFUT1	protein O-fucosyltransferase 1
ILMN_1662316	8.91e-01	8.40e-01	0.20338	-6.451523	0.0172944	91206458	VPS33A	VPS33A, CORVET/HOPS core subunit
ILMN_1753819	5.35e-01	4.13e-01	-0.824367	-6.451759	-0.071656	NA		
ILMN_1655311	7.14e-01	6.14e-01	-0.507068	-6.451838	-0.0542551	221219007	C15orf61	chromosome 15 open reading frame 61
ILMN_2075847	7.49e-01	6.56e-01	0.448194	-6.451924	0.0404766	734703960	ZC3H10	zinc finger CCCH-type containing 10
ILMN_1671221	5.19e-01	3.97e-01	-0.853113	-6.452745	-0.0490756	662236797	GAPVD1	GTPase activating protein and VPS9 domains 1
ILMN_2197030	5.55e-01	4.34e-01	-0.787606	-6.452862	-0.0517972	312147338	ZFYVE21	zinc finger FYVE-type containing 21
ILMN_1721349	5.01e-01	3.80e-01	-0.885335	-6.453157	-0.0770472	215983057	MAGT1	magnesium transporter 1
ILMN_1675448	5.20e-01	3.98e-01	0.85176	-6.453308	0.102109	347659002	ZFP36L1	ZFP36 ring finger protein like 1
ILMN_2393497	5.35e-01	4.14e-01	0.823969	-6.453813	0.0601064	189163491	ATXN3	ataxin 3
ILMN_1904851	9.59e-01	9.38e-01	-0.078231	-6.454176	-0.0126631	7457243		
ILMN_1752355	9.41e-01	9.09e-01	-0.11542	-6.454219	-0.0130954	133505168	MPEG1	macrophage expressed 1
ILMN_1728965	9.45e-01	9.17e-01	-0.10509	-6.454434	-0.0101852	131889390	C11orf57	chromosome 11 open reading frame 57
ILMN_1872419	4.84e-01	3.62e-01	-0.918599	-6.45502	-0.0810695	6663509		
ILMN_1687971	9.74e-01	9.59e-01	0.051387	-6.45548	0.0058807	27765071	CAPN3	calpain 3
ILMN_2180582	8.25e-01	7.50e-01	-0.320137	-6.456532	-0.0474179	824556544	PNPLA8	patatin like phospholipase domain containing 8
ILMN_2352303	5.22e-01	4.01e-01	0.847279	-6.456552	0.0856403	25777676	RASSF2	Ras association domain family member 2
ILMN_1782829	7.07e-01	6.05e-01	-0.520219	-6.45685	-0.045777	163914391	GLTSCR1	glioma tumor suppressor candidate region gene 1
ILMN_1750658	5.80e-01	4.61e-01	-0.742225	-6.456944	-0.053607	66363692	HAX1	HCLS1 associated protein X-1
ILMN_1718629	5.95e-01	4.80e-01	-0.710379	-6.457407	-0.0583091	212274353	NRIP1	nuclear receptor interacting protein 1
ILMN_1755405	7.53e-01	6.61e-01	0.441322	-6.457412	0.0369904	371940848	PGAP2	post-GPI attachment to proteins 2
ILMN_1676005	5.83e-01	4.65e-01	0.735813	-6.457456	0.0532409	222144292	KPNA1	karyopherin subunit alpha 1
ILMN_2324421	8.84e-01	8.30e-01	0.216142	-6.457667	0.0366341	387598065	TXNRD1	thioredoxin reductase 1
ILMN_1680347	7.10e-01	6.09e-01	-0.514143	-6.458064	-0.0366467	299782606	ZNF317	zinc finger protein 317
ILMN_1812105	5.13e-01	3.92e-01	-0.863048	-6.458137	-0.078794	NA		
ILMN_2194627	5.33e-01	4.11e-01	0.828039	-6.458393	0.0510079	999809117	GMCL1	germ cell-less, spermatogenesis associated 1
ILMN_1702231	7.16e-01	6.17e-01	0.503529	-6.459574	0.0665979	282397095	C1orf54	chromosome 1 open reading frame 54
ILMN_1736562	5.45e-01	4.24e-01	0.805708	-6.459802	0.0505435	215272322	TRIM39	tripartite motif containing 39
ILMN_1735474	6.75e-01	5.69e-01	-0.573067	-6.459881	-0.0411207	675269459	R3HCC1	R3H domain and coiled-coil containing 1
ILMN_2370882	7.35e-01	6.40e-01	-0.470178	-6.460005	-0.0462798	42794757	ACSL5	acyl-CoA synthetase long-chain family member 5
ILMN_1756455	9.12e-01	8.67e-01	0.167683	-6.460669	0.0407082	340745313	IL5RA	interleukin 5 receptor subunit alpha
ILMN_1779410	8.62e-01	7.99e-01	0.255493	-6.460874	0.0422465	94721249	VAPA	VAMP associated protein A
ILMN_1722726	8.84e-01	8.30e-01	0.215965	-6.461277	0.028177	218083782	ARHGAP32	Rho GTPase activating protein 32
ILMN_1686610	5.50e-01	4.30e-01	0.795907	-6.461491	0.0544093	46255053	APBA3	amyloid beta precursor protein binding family A member 3
ILMN_1699703	5.22e-01	4.00e-01	-0.847725	-6.461946	-0.0492377	214010210	ARCN1	archain 1
ILMN_1753393	9.52e-01	9.25e-01	0.09416	-6.461995	0.0103302	301601625	OSGEP	O-sialoglycoprotein endopeptidase
ILMN_1774427	6.64e-01	5.56e-01	0.59237	-6.462008	0.0566032	219521891	CALCOCO1	calcium binding and coiled-coil domain 1
ILMN_1696317	8.43e-01	7.74e-01	0.28855	-6.462009	0.0326773	132566535	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4
ILMN_2374076	6.47e-01	5.37e-01	-0.621768	-6.462251	-0.0422702	NA		
ILMN_1790062	6.33e-01	5.21e-01	-0.645544	-6.46259	-0.0531925	115334674	OTULIN	OTU deubiquitinase with linear linkage specificity
ILMN_1744210	6.59e-01	5.50e-01	-0.601872	-6.462654	-0.0517192	661567358	SDHA	succinate dehydrogenase complex flavoprotein subunit A
ILMN_2074748	5.68e-01	4.48e-01	0.763757	-6.462743	0.14803	385251405	HAL	histidine ammonia-lyase
ILMN_1700001	9.72e-01	9.57e-01	-0.054605	-6.463162	-0.0051241	148922970	TCTA	T-cell leukemia translocation altered
ILMN_2206645	8.90e-01	8.39e-01	-0.204455	-6.46325	-0.0187797	209364545	ECD	ecdysoneless cell cycle regulator
ILMN_1680388	6.26e-01	5.14e-01	-0.656442	-6.463361	-0.1134794	NA		
ILMN_2066348	9.15e-01	8.72e-01	0.161244	-6.463432	0.0260988	188497631	HERPUD2	HERPUD family member 2
ILMN_2093389	5.42e-01	4.21e-01	0.810368	-6.464042	0.1069191	194473732	SNAPC1	small nuclear RNA activating complex polypeptide 1
ILMN_2181968	5.46e-01	4.25e-01	-0.804336	-6.464757	-0.0967716	379317151	CBL	Cbl proto-oncogene
ILMN_1674421	5.32e-01	4.10e-01	-0.829448	-6.464879	-0.0465243	164519075	TM9SF4	transmembrane 9 superfamily member 4
ILMN_1761922	8.87e-01	8.34e-01	-0.210857	-6.46505	-0.0256217	NA		
ILMN_1738718	5.54e-01	4.34e-01	0.7878	-6.465095	0.0492038	602617434	CYB561D2	cytochrome b561 family member D2
ILMN_1724609	7.52e-01	6.59e-01	-0.443293	-6.466054	-0.0483371	413081350	SLC2A8	solute carrier family 2 member 8
ILMN_1693225	8.80e-01	8.24e-01	-0.224034	-6.466294	-0.0257774	NA		
ILMN_1657446	6.01e-01	4.86e-01	-0.701682	-6.466331	-0.0754396	1043392487	NTPCR	nucleoside-triphosphatase, cancer-related
ILMN_1907649	5.82e-01	4.63e-01	-0.738534	-6.466336	-0.1349369	27835769		
ILMN_1748694	9.88e-01	9.81e-01	-0.023655	-6.466369	-0.0043087	254692832	NHSL2	NHS like 2
ILMN_2101650	8.31e-01	7.58e-01	0.310138	-6.466517	0.0411279	158508475	MBTD1	mbt domain containing 1
ILMN_1693421	6.53e-01	5.43e-01	-0.611693	-6.466517	-0.0675912	1024249275	RPN2	ribophorin II
ILMN_1688606	8.65e-01	8.04e-01	0.249167	-6.467212	0.031814	109134326	RNFT1	ring finger protein, transmembrane 1
ILMN_1701413	7.21e-01	6.23e-01	-0.494712	-6.467915	-0.0720655	342307086	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
ILMN_1719064	8.35e-01	7.64e-01	-0.30234	-6.468136	-0.0400668	959092931	KCTD10	potassium channel tetramerization domain containing 10
ILMN_2357386	4.54e-01	3.34e-01	0.974981	-6.468257	0.0627057	119395713	FKTN	fukutin
ILMN_1803398	5.32e-01	4.11e-01	0.829319	-6.468425	0.0486495	635172878	SRF	serum response factor
ILMN_1801077	6.84e-01	5.79e-01	0.55856	-6.468538	0.0591398	327199305	PLIN2	perilipin 2
ILMN_2231051	8.49e-01	7.82e-01	-0.277677	-6.468656	-0.0691418	555943885	TCP11L2	t-complex 11 like 2
ILMN_1741997	8.73e-01	8.15e-01	-0.235495	-6.468757	-0.023866	262263430	SNRPC	small nuclear ribonucleoprotein polypeptide C
ILMN_1716563	5.44e-01	4.23e-01	-0.807933	-6.468807	-0.062998	197100056	PRKCB	protein kinase C beta
ILMN_1807600	7.64e-01	6.73e-01	0.423663	-6.468854	0.0402308	740086238	NPLOC4	NPL4 homolog, ubiquitin recognition factor
ILMN_1744649	6.00e-01	4.85e-01	0.702397	-6.468974	0.0460933	574957087	PSMB5	proteasome subunit beta 5
ILMN_1687768	5.34e-01	4.12e-01	0.825905	-6.469161	0.0646988	314122155	NCOA7	nuclear receptor coactivator 7
ILMN_1813489	5.27e-01	4.05e-01	0.839123	-6.469236	0.0810918	189458830	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
ILMN_1757702	5.28e-01	4.06e-01	0.836647	-6.469532	0.1318092	NA		
ILMN_1903914	5.27e-01	4.05e-01	0.83852	-6.46992	0.115137	34526302		
ILMN_1765796	7.00e-01	5.97e-01	-0.531917	-6.470486	-0.083151	16507966	ENO2	enolase 2
ILMN_1714082	5.70e-01	4.51e-01	0.758988	-6.470571	0.0695414	985801723	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
ILMN_1756928	5.67e-01	4.47e-01	-0.766107	-6.470642	-0.1304989	45827774	RTN1	reticulon 1
ILMN_2384807	5.68e-01	4.49e-01	-0.762147	-6.471324	-0.087636	292494877	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
ILMN_1689655	4.87e-01	3.66e-01	0.911619	-6.471555	0.0943027	301171411	HLA-DRA	major histocompatibility complex, class II, DR alpha
ILMN_1815010	7.27e-01	6.30e-01	0.4838	-6.471731	0.0572078	38045936	RNF141	ring finger protein 141
ILMN_2387553	5.47e-01	4.26e-01	-0.801637	-6.472141	-0.061938	330688467	PSMA3	proteasome subunit alpha 3
ILMN_2379967	8.14e-01	7.37e-01	0.336973	-6.472244	0.0316895	751247039	FCAR	Fc fragment of IgA receptor
ILMN_1757644	5.29e-01	4.08e-01	0.834059	-6.47298	0.1129231	321267497	UBE2H	ubiquitin conjugating enzyme E2 H
ILMN_1790533	5.48e-01	4.27e-01	0.799587	-6.47399	0.0803006	154354967	PHACTR2	phosphatase and actin regulator 2
ILMN_1711368	8.26e-01	7.52e-01	0.31747	-6.474323	0.0311882	1011750898	TRAPPC9	trafficking protein particle complex 9
ILMN_1686623	5.34e-01	4.13e-01	-0.825603	-6.474457	-0.086431	195947380	CSF1R	colony stimulating factor 1 receptor
ILMN_2342841	8.45e-01	7.76e-01	0.286031	-6.474846	0.0426068	300797512	AFTPH	aftiphilin
ILMN_1728975	5.67e-01	4.47e-01	0.765725	-6.474881	0.0665822	574957196	SCO1	SCO1 cytochrome c oxidase assembly protein
ILMN_2112402	5.59e-01	4.39e-01	0.779223	-6.475087	0.0449458	55925655	PHF5A	PHD finger protein 5A
ILMN_1767934	6.16e-01	5.03e-01	-0.673903	-6.47529	-0.074262	633257772	PCSK5	proprotein convertase subtilisin/kexin type 5
ILMN_1706764	7.41e-01	6.47e-01	-0.460883	-6.475461	-0.0396164	209954684	GOLPH3L	golgi phosphoprotein 3 like
ILMN_1652490	6.96e-01	5.93e-01	0.538019	-6.475529	0.1380234	31542649	MANSC1	MANSC domain containing 1
ILMN_1661366	8.92e-01	8.42e-01	-0.200914	-6.475545	-0.0226127	952009247	PGAM1	phosphoglycerate mutase 1
ILMN_2059294	6.77e-01	5.71e-01	0.570631	-6.475611	0.0576695	195927042	RTCA	RNA 3'-terminal phosphate cyclase
ILMN_1759801	5.57e-01	4.37e-01	-0.783817	-6.476419	-0.0508714	1003701559	DPP8	dipeptidyl peptidase 8
ILMN_1725441	8.67e-01	8.06e-01	0.246813	-6.477744	0.0253281	46447822	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
ILMN_2150000	5.34e-01	4.12e-01	-0.826298	-6.478319	-0.0520488	56676383	EMC7	ER membrane protein complex subunit 7
ILMN_2246894	5.50e-01	4.29e-01	-0.796026	-6.478427	-0.0700403	526253081	EDF1	endothelial differentiation related factor 1
ILMN_2332990	9.83e-01	9.73e-01	0.033465	-6.478756	0.0031762	507588234	DIABLO	diablo IAP-binding mitochondrial protein
ILMN_1871457	7.10e-01	6.10e-01	0.513634	-6.478816	0.0630394	NA		
ILMN_1751492	9.55e-01	9.30e-01	-0.088357	-6.478929	-0.0124575	948284270	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ILMN_2407851	5.36e-01	4.15e-01	-0.821894	-6.479135	-0.0950245	974141077	IL17RD	interleukin 17 receptor D
ILMN_1764945	5.92e-01	4.76e-01	0.717515	-6.479784	0.0425928	387849334	AP3D1	adaptor related protein complex 3 delta 1 subunit
ILMN_2112755	9.57e-01	9.34e-01	-0.083269	-6.480106	-0.0072519	226371730	HSDL1	hydroxysteroid dehydrogenase like 1
ILMN_1701314	4.32e-01	3.12e-01	1.020364	-6.480288	0.0561341	NA		
ILMN_2186216	9.73e-01	9.58e-01	0.052771	-6.480805	0.0092549	815890942	GOLIM4	golgi integral membrane protein 4
ILMN_2081335	5.41e-01	4.20e-01	0.813276	-6.481083	0.0594988	386642918	COA1	cytochrome c oxidase assembly factor 1 homolog
ILMN_2324989	9.18e-01	8.76e-01	-0.15692	-6.481535	-0.0305059	388453092	IKBIP	IKBKB interacting protein
ILMN_1730294	6.05e-01	4.91e-01	-0.694102	-6.481994	-0.0444213	149408120	INO80C	INO80 complex subunit C
ILMN_1847308	5.61e-01	4.41e-01	-0.775458	-6.482114	-0.0618687	1665822	FAM168A	family with sequence similarity 168 member A
ILMN_1676459	9.31e-01	8.96e-01	-0.131872	-6.482482	-0.0365719	307078156	ZNF785	zinc finger protein 785
ILMN_1716465	5.94e-01	4.78e-01	-0.714145	-6.482605	-0.1014181	211057414	RBP7	retinol binding protein 7
ILMN_2396002	9.02e-01	8.54e-01	-0.184357	-6.482829	-0.0208199	312222713	MRPL10	mitochondrial ribosomal protein L10
ILMN_2123559	5.39e-01	4.18e-01	0.815245	-6.482921	0.0933674	393290876	MIGA1	mitoguardin 1
ILMN_1738704	6.25e-01	5.12e-01	0.659424	-6.483107	0.0457621	338753389	TRIM26	tripartite motif containing 26
ILMN_1762103	5.48e-01	4.27e-01	0.800037	-6.483633	0.0644982	740922490	WDR48	WD repeat domain 48
ILMN_1652407	7.22e-01	6.24e-01	-0.492375	-6.485618	-0.041039	574957144	ZMYND8	zinc finger MYND-type containing 8
ILMN_1727761	7.10e-01	6.09e-01	-0.515099	-6.485723	-0.0370257	324120865	GMEB1	glucocorticoid modulatory element binding protein 1
ILMN_1737344	7.71e-01	6.82e-01	-0.411351	-6.486581	-0.0316141	1012431802	DDX41	DEAD-box helicase 41
ILMN_2317463	6.67e-01	5.60e-01	0.586857	-6.486696	0.0516831	160948598	INTS1	integrator complex subunit 1
ILMN_1696065	5.70e-01	4.51e-01	-0.75847	-6.486737	-0.0462302	170763494	SDF4	stromal cell derived factor 4
ILMN_1723909	9.98e-01	9.97e-01	0.003352	-6.486858	0.0005457	NA		
ILMN_1819608	5.67e-01	4.48e-01	-0.764383	-6.487146	-0.0953674	7018527	ARRB1	arrestin beta 1
ILMN_1734895	5.42e-01	4.21e-01	0.810787	-6.487407	0.0633611	732170487	SFT2D1	SFT2 domain containing 1
ILMN_1746856	5.66e-01	4.46e-01	0.767059	-6.487628	0.0650211	952556264	RAB21	RAB21, member RAS oncogene family
ILMN_1688413	9.90e-01	9.84e-01	0.020533	-6.487681	0.0024864	18860912	SNW1	SNW domain containing 1
ILMN_1676014	7.56e-01	6.65e-01	0.435742	-6.48807	0.0711157	NA		
ILMN_1744302	9.28e-01	8.92e-01	-0.136981	-6.488212	-0.0127873	NA		
ILMN_1807491	7.84e-01	6.99e-01	-0.388173	-6.489248	-0.1932778	543173170	LAIR2	leukocyte associated immunoglobulin like receptor 2
ILMN_1754114	9.75e-01	9.61e-01	-0.048947	-6.489617	-0.0061998	299829291	FLJ20021	uncharacterized LOC90024
ILMN_1749009	5.40e-01	4.19e-01	-0.813795	-6.489856	-0.0720575	224496105	REXO2	RNA exonuclease 2
ILMN_1783026	8.42e-01	7.73e-01	0.290523	-6.489934	0.0312566	56550119	RNPC3	RNA binding region (RNP1, RRM) containing 3
ILMN_1851535	7.26e-01	6.28e-01	0.486815	-6.489993	0.0751839	81804879		
ILMN_1794599	6.96e-01	5.92e-01	-0.538447	-6.490531	-0.0443983	521258686	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
ILMN_2341626	6.79e-01	5.73e-01	0.567192	-6.490722	0.1186532	NA		
ILMN_1788223	9.23e-01	8.84e-01	-0.146749	-6.491546	-0.0171565	221219051	RSPH3	radial spoke 3 homolog
ILMN_1721977	5.97e-01	4.82e-01	-0.708149	-6.491895	-0.0484976	371121420	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
ILMN_1896967	9.21e-01	8.81e-01	0.150749	-6.491905	0.0281937	16550218		
ILMN_2248589	5.84e-01	4.66e-01	0.733801	-6.492359	0.0557959	261878477	DHX40	DEAH-box helicase 40
ILMN_2323933	6.47e-01	5.37e-01	-0.621286	-6.492687	-0.2431526	543173171	LAIR2	leukocyte associated immunoglobulin like receptor 2
ILMN_1767422	4.99e-01	3.78e-01	0.8884	-6.49386	0.1000851	330864725	POLR1D	RNA polymerase I subunit D
ILMN_1697919	8.06e-01	7.26e-01	0.352556	-6.494478	0.0283771	13699812	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
ILMN_1718946	6.89e-01	5.84e-01	0.550414	-6.494623	0.0477313	568599854	ADAM10	ADAM metallopeptidase domain 10
ILMN_1785765	5.47e-01	4.26e-01	-0.802264	-6.494656	-0.0469091	410025489	TM9SF2	transmembrane 9 superfamily member 2
ILMN_1658416	5.44e-01	4.23e-01	-0.806771	-6.494826	-0.0610946	663071178	MRPS18C	mitochondrial ribosomal protein S18C
ILMN_1657697	5.84e-01	4.66e-01	0.734003	-6.494919	0.0865324	217416367	SAR1A	secretion associated Ras related GTPase 1A
ILMN_2162860	6.78e-01	5.72e-01	-0.569116	-6.495205	-0.0804975	157388964	SLFN11	schlafen family member 11
ILMN_1714623	5.96e-01	4.82e-01	-0.708616	-6.495461	-0.0608563	56788357	TOMM22	translocase of outer mitochondrial membrane 22
ILMN_1811392	5.62e-01	4.42e-01	-0.77438	-6.495544	-0.0621379	537361051	ARHGAP45	Rho GTPase activating protein 45
ILMN_2298511	6.37e-01	5.26e-01	-0.63801	-6.49611	-0.0732002	1002132832	BOLA2	bolA family member 2
ILMN_1790985	6.05e-01	4.90e-01	-0.69473	-6.496363	-0.0610164	NA		
ILMN_2194852	4.99e-01	3.78e-01	-0.888066	-6.496628	-0.0740173	NA		
ILMN_1666482	5.98e-01	4.83e-01	0.706582	-6.496779	0.0522194	125625356	SP2	Sp2 transcription factor
ILMN_1732810	5.48e-01	4.27e-01	-0.799559	-6.496882	-0.0558539	388596703	SNX17	sorting nexin 17
ILMN_1652512	8.97e-01	8.48e-01	-0.193183	-6.497324	-0.0184509	119226221	C2CD2	C2 calcium dependent domain containing 2
ILMN_1746883	5.89e-01	4.72e-01	0.724515	-6.497371	0.0463213	1003700744	SAT2	spermidine/spermine N1-acetyltransferase family member 2
ILMN_1773247	6.04e-01	4.89e-01	0.696112	-6.49796	0.0453215	339275840	ZNF410	zinc finger protein 410
ILMN_1767139	5.55e-01	4.35e-01	-0.786886	-6.498371	-0.0580785	260763954	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13
ILMN_1690040	9.74e-01	9.61e-01	0.049474	-6.498399	0.0072264	469663651	TM7SF2	transmembrane 7 superfamily member 2
ILMN_1717261	5.95e-01	4.80e-01	0.711456	-6.499521	0.1130074	18641371	HLA-DRB3	major histocompatibility complex, class II, DR beta 3
ILMN_2173004	5.51e-01	4.30e-01	-0.79458	-6.499941	-0.0604184	62865646	RAB8B	RAB8B, member RAS oncogene family
ILMN_1670079	5.73e-01	4.54e-01	-0.754709	-6.500006	-0.0508015	733214372	OMA1	OMA1 zinc metallopeptidase
ILMN_1793146	7.65e-01	6.75e-01	-0.421081	-6.500548	-0.0422818	108936949	CCDC25	coiled-coil domain containing 25
ILMN_1877378	9.57e-01	9.33e-01	-0.084716	-6.500622	-0.0358085	45365187		
ILMN_2043918	9.94e-01	9.91e-01	-0.011499	-6.500647	-0.0014577	569026742	DLEU1	deleted in lymphocytic leukemia 1
ILMN_1882387	6.57e-01	5.47e-01	0.605272	-6.500792	0.1270831	6880974		
ILMN_1781454	5.58e-01	4.38e-01	0.781058	-6.500895	0.0500666	62739174	RAE1	ribonucleic acid export 1
ILMN_1661554	6.22e-01	5.10e-01	0.663768	-6.501177	0.0499231	189083689	DIAPH1	diaphanous related formin 1
ILMN_1807206	5.67e-01	4.48e-01	-0.764483	-6.501223	-0.063221	214010249	DHRS1	dehydrogenase/reductase 1
ILMN_1726434	6.16e-01	5.03e-01	0.674041	-6.501413	0.0716998	89179320	UNC45A	unc-45 myosin chaperone A
ILMN_1766176	6.56e-01	5.47e-01	0.60599	-6.501463	0.0994198	631226403	RAP1A	RAP1A, member of RAS oncogene family
ILMN_1654289	6.73e-01	5.66e-01	0.576803	-6.501767	0.0394688	380422414	ELK1	ELK1, ETS transcription factor
ILMN_1740487	7.50e-01	6.57e-01	-0.446413	-6.502405	-0.0409685	999809133	CMTM7	CKLF like MARVEL transmembrane domain containing 7
ILMN_1810055	7.34e-01	6.38e-01	-0.472698	-6.503085	-0.0416728	548961935	FAM234A	family with sequence similarity 234 member A
ILMN_2318811	5.98e-01	4.83e-01	0.70567	-6.503266	0.0477168	194097488	RANBP3	RAN binding protein 3
ILMN_1651735	5.50e-01	4.29e-01	-0.796727	-6.504079	-0.0478618	332205954	TGOLN2	trans-golgi network protein 2
ILMN_1700507	5.76e-01	4.58e-01	-0.748167	-6.504352	-0.0428282	214010171	CLASP1	cytoplasmic linker associated protein 1
ILMN_1722294	8.92e-01	8.40e-01	0.202291	-6.504509	0.0216008	38683845	CPNE8	copine 8
ILMN_1760315	8.73e-01	8.13e-01	-0.237146	-6.504666	-0.0795458	114431243	VWCE	von Willebrand factor C and EGF domains
ILMN_2350574	6.09e-01	4.95e-01	-0.686176	-6.504964	-0.1105416	589269181	MYADM	myeloid associated differentiation marker
ILMN_1665736	6.59e-01	5.50e-01	0.600886	-6.505046	0.0666205	NA		
ILMN_1766085	8.42e-01	7.72e-01	0.290902	-6.505079	0.038963	619534180	REL	REL proto-oncogene, NF-kB subunit
ILMN_1773561	6.06e-01	4.92e-01	0.691147	-6.505143	0.0696847	403310654	RAP2C	RAP2C, member of RAS oncogene family
ILMN_1790249	8.93e-01	8.42e-01	-0.199974	-6.50547	-0.0195934	56790933	F8A1	coagulation factor VIII-associated 1
ILMN_2168992	8.19e-01	7.43e-01	-0.329508	-6.5062	-0.0498698	54112383	FBXO30	F-box protein 30
ILMN_2073307	5.48e-01	4.28e-01	-0.798983	-6.506221	-0.0876549	24430216	IL10	interleukin 10
ILMN_1680867	8.45e-01	7.76e-01	-0.285463	-6.506414	-0.0236975	NA		
ILMN_1680626	7.34e-01	6.38e-01	-0.472568	-6.506617	-0.0405477	544186076	PDIA6	protein disulfide isomerase family A member 6
ILMN_1763739	8.39e-01	7.69e-01	0.2956	-6.507394	0.0430844	41406087	CAPN15	calpain 15
ILMN_1782954	5.98e-01	4.84e-01	-0.705407	-6.507576	-0.039432	163660383	UBE2K	ubiquitin conjugating enzyme E2 K
ILMN_1829989	9.73e-01	9.59e-01	-0.051627	-6.507958	-0.00497	10439556	ZEB1-AS1	ZEB1 antisense RNA 1
ILMN_1749327	6.67e-01	5.59e-01	0.587794	-6.509132	0.0662917	393662586	MAPK13	mitogen-activated protein kinase 13
ILMN_1693210	8.53e-01	7.88e-01	0.270851	-6.509133	0.0259032	215490128	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
ILMN_2094061	5.56e-01	4.36e-01	0.785194	-6.509459	0.1063771	319996748	IMPA2	inositol monophosphatase 2
ILMN_1726786	5.54e-01	4.34e-01	-0.788872	-6.5102	-0.0592631	148491079	TNRC6B	trinucleotide repeat containing 6B
ILMN_1777721	5.56e-01	4.36e-01	-0.785187	-6.510338	-0.0415076	209413760	MAPRE1	microtubule associated protein RP/EB family member 1
